file	line	definition(kernel owner)	token	Q1 position	message/head	in closure(drive)	in closure(consumer fine roots)	in closure(consumer step roots)	Q3 class	Q3 invariant / witness / need	cite	Q1 note
lean_frontend/CerbMem.lean	506	CerbMem.alignofCtype_lemFuel	panic!	TAIL	"the concrete memory model requires a complete implementation alignof FLOATING"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): CerberusImpl.sizeof_ity/sizeof_fty have no `none`-returning arm after normalise_integerType (every arm is `some _` or a panic), so the `none` arms downstream are dead	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	521	CerbMem.alignofCtype_lemFuel	panic!	TAIL	"CerbMem.alignofCtype: Struct tag not a StructDef (OCaml: assert false / Not_found)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/tag-kind consistency (not kernel-checked): a Struct tag in a ctype resolves to a StructDef in tagDefs (desugarer invariant)	CerbMem.lean:509-521; typed-failure design §1.1 P-layout	manual: arm of the OUTER match (indentation-scoped hand-written nesting; classifier picked the inner match)
lean_frontend/CerbMem.lean	531	CerbMem.alignofCtype_lemFuel	panic!	TAIL	"CerbMem.alignofCtype: Union tag not a UnionDef (OCaml: assert false / Not_found)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (not a theorem): alignofCtype reads the ambient tagDefs for unions; witness alignof_union_member.c (_Alignof(struct R) with a union member) returned Specified(4) on both engines, so the offsetof asymmetry of :478 does not recur here; a Union0 tag resolving to a StructDef needs tag-kind inconsistency in tagDefs	q3_witness_outputs.txt alignof_union_member; CerbMem.lean:526-531	manual: arm of the OUTER match (indentation-scoped hand-written nesting; classifier picked the inner match)
lean_frontend/CerbMem.lean	598	CerbMem.intToBytes	panic!	TAIL	s!"failed: bytes_of_int({if signed then "signed" else "unsigned"}), i= {val_}, nbits= {tot	Y	Y	Y	UNKNOWN	needs a value-representability invariant (stored integer values lie in their type's range: Core conv_int/wrapI precede stores) — model-shape, no theorem	CerbMem.lean:596-598; core_eval.lem mk_conv_int	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	613	CerbMem.bytesToInt	panic!	TAIL	"Concrete.int_of_bytes: [] (impl_mem.ml:742-743 assert false)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: integer sizes on LP64 are 1,2,4,8 (CerberusImpl.sizeof_ity), so byte lists handed to int_of_bytes are non-empty and ≤ 16	CerberusImpl.lean:170-183; CerbMem.lean:613-614	
lean_frontend/CerbMem.lean	614	CerbMem.bytesToInt	panic!	TAIL	"Concrete.int_of_bytes: more than 16 bytes (impl_mem.ml:744-745 assert false)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: integer sizes on LP64 are 1,2,4,8 (CerberusImpl.sizeof_ity), so byte lists handed to int_of_bytes are non-empty and ≤ 16	CerberusImpl.lean:170-183; CerbMem.lean:613-614	
lean_frontend/CerbMem.lean	654	CerbMem.splitBytesProv	panic!	TAIL	"Concrete.AbsByte.split_bytes: called on an empty list"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: as bytesToInt (sizeof ≥ 1)	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	700	CerbMem.memValueToBytes_lemFuel	panic!	NON-TAIL/LET-BOUND	"the concrete memory model requires a complete implementation sizeof INTEGER"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): CerberusImpl.sizeof_ity/sizeof_fty have no `none`-returning arm after normalise_integerType (every arm is `some _` or a panic), so the `none` arms downstream are dead	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	712	CerbMem.memValueToBytes_lemFuel	panic!	NON-TAIL/LET-BOUND	"the concrete memory model requires a complete implementation sizeof FLOAT"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): CerberusImpl.sizeof_ity/sizeof_fty have no `none`-returning arm after normalise_integerType (every arm is `some _` or a panic), so the `none` arms downstream are dead	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	1045	CerbMem.reconstructValue_lemFuel	panic!	TAIL	s!"unknown function pointer: {ptrAddr}"	Y	Y	Y	REACHABLE	witness tests/failure-probes/reach/funptr_reload.c: both crash (oracle Failure("unknown function pointer: 2748"), Lean PANIC CerbMem:1045:18); input class IMPLEMENTATION-DEFINED (int→function-pointer conversion, §6.3.2.3p5; no call, no UB)	reach/README.md funptr_reload	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1114	CerbMem.reconstructValue_lemFuel	panic!	TAIL	"CerbMem.reconstructValue: empty UnionDef (OCaml: match failure)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: C forbids empty unions (§6.7.2.1#8 constraint) — the parser/desugarer rejects	ISO C11 6.7.2.1p8	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1124	CerbMem.reconstructValue_lemFuel	panic!	NON-TAIL/LET-BOUND	"CerbMem.reconstructValue: recorded union member not in UnionDef (OCaml: assert false)"	Y	Y	Y	UNKNOWN	needs a memory well-formedness invariant (unionmap records only members of that union) — model-shape, no theorem	CerbMem.lean:1116-1124	
lean_frontend/CerbMem.lean	1128	CerbMem.reconstructValue_lemFuel	panic!	TAIL	"CerbMem.reconstructValue: Union tag not a UnionDef (OCaml: assert false)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/tag-kind consistency (not kernel-checked): a Union0 tag resolves to a UnionDef	CerbMem.lean:1128	manual: arm of the OUTER match (indentation-scoped hand-written nesting; classifier picked the inner match)
lean_frontend/CerbMem.lean	1299	CerbMem.typeofMval_lemFuel	panic!	TAIL	"CerbMem.typeofMval: MVarray [] (OCaml: assert false, ill-formed value)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: zero-length arrays are a constraint violation (§6.7.6.2#1); MVarray [] is never built	ISO C11 6.7.6.2p1; CerbMem.lean:1299	
lean_frontend/CerbMem.lean	1379	CerbMem.casePtrval	panic!	TAIL	"case_ptrval"	Y	Y	Y	REACHABLE	witness tests/immaculate/nolibc/zd-z2m02-device-funptr-call.c: both crash (oracle Failure("case_ptrval"), Lean PANIC CerbMem:1379:4); input class UB (call through a forged function pointer)	q2 file; IMMACULATE_PANICS	
lean_frontend/CerbMem.lean	1413	CerbMem.maxIval	panic!	NON-TAIL/LET-BOUND	"the concrete memory model requires a complete implementation MAX"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): CerberusImpl.sizeof_ity/sizeof_fty have no `none`-returning arm after normalise_integerType (every arm is `some _` or a panic), so the `none` arms downstream are dead	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	1422	CerbMem.maxIval	panic!	NON-TAIL/ARGUMENT	"maxIval: Enum after typeof_enum (OCaml: assert false)")	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: CerberusImpl.typeof_enum never returns an Enum0 (its codomain is the registered underlying type)	CerberusImpl.lean:55-74 typeof_enum	
lean_frontend/CerbMem.lean	1441	CerbMem.minIval	panic!	NON-TAIL/ARGUMENT	"the concrete memory model requires a complete implementation MIN"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): CerberusImpl.sizeof_ity/sizeof_fty have no `none`-returning arm after normalise_integerType (every arm is `some _` or a panic), so the `none` arms downstream are dead	CerberusImpl.lean:170-183	
lean_frontend/CerbMem.lean	1443	CerbMem.minIval	panic!	NON-TAIL/ARGUMENT	"minIval: Enum after typeof_enum (OCaml: assert false)")	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: CerberusImpl.typeof_enum never returns an Enum0 (its codomain is the registered underlying type)	CerberusImpl.lean:55-74 typeof_enum	
lean_frontend/CerbMem.lean	1535	CerbMem.opIval	panic!	TAIL	"CerbMem.opIval IntExp: negative exponent has no meaning in the model (impl_mem.ml:2490 Z.	Y	Y	Y	UNREACHABLE-BY-INVARIANT	dominance: Core `shl`/`shr` reach IntExp only after the shift-count UB checks (UB136/137) — the exponent is non-negative; registered Z2 §2.10	docs/2026-09-04_zero-discrepancy-Z2-record.md §2.10; CerbMem.lean:1535	manual: arm of the OUTER match (indentation-scoped hand-written nesting; classifier picked the inner match)
lean_frontend/CerbMem.lean	1551	CerbMem.offsetofIval	panic!	TAIL	"Concrete.offsetof_ival: invalid memb_ident"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: member access/offsetof names an existing member (Ail typing)	ail/genTyping.lem member rules; CerbMem.lean:1551	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1724	CerbMem.arrayShiftPtrval	panic!	TAIL	"Concrete.array_shift_ptrval found a Prov_symbolic"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: Prov_symbolic only in symbolic mode	CerbGlobal.lean current_execution_mode	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1726	CerbMem.arrayShiftPtrval	panic!	TAIL	s!"TODO(pure shift a null pointer should be undefined behaviour), offset:{offset}"	Y	Y	Y	REACHABLE	witness tests/minimal/097-null-ptr-arith.undef.c: both crash (oracle Failure("TODO(pure shift a null pointer…"), Lean PANIC CerbMem:1726:6); input class UB (arithmetic on a null pointer)	q2 file; gcc_oracle_baseline SKIP_LEAN_CRASH row	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1727	CerbMem.arrayShiftPtrval	panic!	TAIL	"Concrete.array_shift_ptrval, PVfunction"	Y	Y	Y	UNKNOWN	the tested route ((char*)main + 1, witness funptr_arith.c) is dominated by the typed `Error MerrOther "called isWellAligned_ptrval on function pointer"` on both engines; another route to array_shift on a PVfunction is not excluded	q3_witness_outputs.txt funptr_arith	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1750	CerbMem.memberShiftPtrval	panic!	TAIL	"Concrete.member_shift_ptrval, PVfunction (impl_mem.ml:2239-2240)"	Y	Y	Y	UNKNOWN	untested route (((struct S*)main)->x) — same family as :1727; bounded effort	CerbMem.lean:1750	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerbMem.lean	1762	CerbMem.bytefromint	panic!	TAIL	"CerbMem.bytefromint: value out of byte range (impl_mem.ml:2776 assert)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (byte range): AbsByte values are produced by intToBytes in 0..255	CerbMem.lean:1762; intToBytes	
lean_frontend/CerbMem.lean	1770	CerbMem.intfrombyte	panic!	TAIL	"CerbMem.intfrombyte: value out of byte range (impl_mem.ml:2780 assert)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (byte range): as bytefromint	CerbMem.lean:1770	
lean_frontend/CerbMem.lean	1981	CerbMem.deriveCap	panic!	TAIL	"assert false (* CHERI only *): Concrete.derive_cap (impl_mem.ml:2175-2176)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: CerbGlobal.is_CHERI is the plain def `false` since 2026-09-05 (kernel-dead by simp)	CerbGlobal.lean is_CHERI; docs/2026-09-05_cerbglobal-defs-record.md	
lean_frontend/CerbMem.lean	1983	CerbMem.capAssignValue	panic!	TAIL	"assert false (* CHERI only *): Concrete.cap_assign_value (impl_mem.ml:2178-2179)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: CerbGlobal.is_CHERI is the plain def `false` since 2026-09-05 (kernel-dead by simp)	CerbGlobal.lean is_CHERI; docs/2026-09-05_cerbglobal-defs-record.md	
lean_frontend/CerbMem.lean	1985	CerbMem.nullCap	panic!	TAIL	"assert false (* CHERI only *): Concrete.null_cap (impl_mem.ml:2184-2185)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: CerbGlobal.is_CHERI is the plain def `false` since 2026-09-05 (kernel-dead by simp)	CerbGlobal.lean is_CHERI; docs/2026-09-05_cerbglobal-defs-record.md	
lean_frontend/CerbMem.lean	1987	CerbMem.ptrTIntValue	panic!	TAIL	"assert false (* CHERI only *): Concrete.ptr_t_int_value (impl_mem.ml:2181-2182)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	config: CerbGlobal.is_CHERI is the plain def `false` since 2026-09-05 (kernel-dead by simp)	CerbGlobal.lean is_CHERI; docs/2026-09-05_cerbglobal-defs-record.md	
lean_frontend/CerbStepInstances.lean	155	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_ccall2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	157	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_with_runstate2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	159	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_tau2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	161	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_action_request2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	163	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_memop_request2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	165	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_spawn_threads2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	167	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_fs2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbStepInstances.lean	169	_private.CerbStepInstances.0.beqCoreStep2	failwithI	TAIL	"BEq core_step2: functional value (Step_nd2)" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural (call-site shape): the only `==` uses on core_step2 compare against the nullary Step_blocked2 (`step1 != Step_blocked2`, `maybeEqualBy … (some Step_blocked2)`); same-constructor closure arms never execute	Driver.lean:425 (generated driver2); CerbStepInstances.lean:60-63 header	
lean_frontend/CerbUtils.lean	136	CerbUtils.gcc_builtin_ctz	panic!	TAIL	"Ocaml_gcc_builtins.ctz: zero argument (ocaml_gcc_builtins.ml:5 assert)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	dominance: `__builtin_ctz(0)` yields `Undefined {ub: "DUMMY(__builtin_ctz)"}` on both engines before the model ctz runs (witness ctz0.c)	q3_witness_outputs.txt ctz0	
lean_frontend/CerbUtils.lean	146	CerbUtils.gcc_builtin_bswap16	panic!	TAIL	"Ocaml_gcc_builtins.bswap16: out of range (ocaml_gcc_builtins.ml:15 assert)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/promotion: the uint16_t parameter converts the argument into range (witness bswap16_range.c: Specified(35) both engines)	q3_witness_outputs.txt bswap16_range	
lean_frontend/CerbUtils.lean	155	CerbUtils.gcc_builtin_bswap32	panic!	TAIL	"Ocaml_gcc_builtins.bswap32: out of range (ocaml_gcc_builtins.ml:22 assert)"	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/promotion: as bswap16 (uint32_t parameter)	CerbUtils.lean:155	
lean_frontend/CerbUtils.lean	172	CerbUtils.gcc_builtin_bswap64	panic!	TAIL	"Ocaml_gcc_builtins.bswap64: Z.to_int64 overflow (ocaml_gcc_builtins.ml:30)"	Y	Y	Y	REACHABLE	witness tests/immaculate/nolibc/g4-bswap64-overflow.c: both crash (oracle Z.Overflow, Lean PANIC CerbUtils:172:4); input class LEGAL C (uint64_t ≥ 2^63) — ORACLE-WRONG (tray 12), mirrored	q2 file; baseline.txt g4-bswap64-overflow	
lean_frontend/CerberusImpl.lean	142	CerberusImpl.aux_ibty	panic!	TAIL	s!"DefaultImpl.type_alias_map has no alias for an N-family width of {n} (ocaml_implementat	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural/pin: the N-family alias table covers the four stdint widths; `__int128` is rejected by the parser (witness int128.c: cabs-json error)	CerberusImpl.lean:130-142; q3_witness_outputs.txt int128	hand-written: body following a `let` line / match arm (read)
lean_frontend/CerberusImpl.lean	179	CerberusImpl.sizeof_ity	panic!	NON-TAIL/ARGUMENT	"assert false: DefaultImpl.sizeof_ity reached an un-normalised base type (ocaml_implementa	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): the match is on normalise_integerType's result, whose codomain excludes the N-families/Intmax_t/Intptr_t/Enum/Wchar_t/Wint_t/Size_t/Ptrdiff_t	CerberusImpl.lean:170-183, normalise_integerType	
lean_frontend/CerberusImpl.lean	181	CerberusImpl.sizeof_ity	panic!	TAIL	"assert false: DefaultImpl.sizeof_ity reached an un-normalised type (ocaml_implementation.	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): the match is on normalise_integerType's result, whose codomain excludes the N-families/Intmax_t/Intptr_t/Enum/Wchar_t/Wint_t/Size_t/Ptrdiff_t	CerberusImpl.lean:170-183, normalise_integerType	
lean_frontend/generated/Builtins.lean	46	translate_errno	failwithI	TAIL	(String.append "Unknown errno code: "  str) : Int)	Y	Y	N	UNREACHABLE-BY-INVARIANT	pin/structural: the only errno strings the fs model emits are "EINVAL" (5 sites in CerbFS.lean) and "__cerbvar_EINVAL" is in the table	driver.lem:213; builtins.lem:118; grep CerbFS.lean `.other "EINVAL"` ×5	
lean_frontend/generated/Core_aux.lean	75	core_object_type_of_ctype	failwithI	TAIL	"Core_aux.core_object_type_of_ctype: Array found a Nothing" : Option (core_object_type))  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: memory values carry complete object types (no incomplete arrays, no function types) — §6.2.5#1; the arms are the non-object cases	core_aux.lem core_object_type_of_ctype; translation.lem:690 force_core_object_type_of_ctype on object types	
lean_frontend/generated/Core_aux.lean	75	core_object_type_of_ctype	failwithI	TAIL	"core_object_type_of_ctype: not core function object" : Option (core_object_type)) |  Func	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: memory values carry complete object types (no incomplete arrays, no function types) — §6.2.5#1; the arms are the non-object cases	core_aux.lem core_object_type_of_ctype; translation.lem:690 force_core_object_type_of_ctype on object types	
lean_frontend/generated/Core_aux.lean	75	core_object_type_of_ctype	failwithI	TAIL	"core_object_type_of_ctype: not core function (no params) object" : Option (core_object_ty	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: memory values carry complete object types (no incomplete arrays, no function types) — §6.2.5#1; the arms are the non-object cases	core_aux.lem core_object_type_of_ctype; translation.lem:690 force_core_object_type_of_ctype on object types	
lean_frontend/generated/Core_aux.lean	90	loadedValueFromMemValue_lemFuel	failwithI	NON-TAIL/LAMBDA-BODY	"[Core_aux.loadedValueFromMemValue] concurrency read" : (core_object_type ×loaded_value)))	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: the concrete memory model never constructs MVconcurRead (0 constructions in CerbMem.lean); the callback exists for the interface	grep MVconcurRead CerbMem.lean = 0	
lean_frontend/generated/Core_aux.lean	90	loadedValueFromMemValue_lemFuel	failwithI	NON-TAIL/LAMBDA-BODY	"[Core_aux.loadedValueFromMemValue] empty array" : (core_object_type ×loaded_value)) |  (o	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: zero-length arrays rejected (§6.7.6.2#1); array mem-values are non-empty	ISO C11 6.7.6.2p1	
lean_frontend/generated/Core_aux.lean	90	loadedValueFromMemValue_lemFuel	failwithI	NON-TAIL/LAMBDA-BODY	"[Core_aux.loadedValueFromMemValue] heterogenous array" : (core_object_type ×loaded_value)	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (not a theorem): reconstructValue builds every array value from ONE element type	CerbMem.lean reconstructValue array arm	
lean_frontend/generated/Core_aux.lean	100	valueFromMemValue	failwithI	NON-TAIL/LAMBDA-BODY	"[Core_aux.valueFromMemValue] concurrency read" : (core_object_type ×value)))      (fun ( 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: the concrete memory model never constructs MVconcurRead (0 constructions in CerbMem.lean); the callback exists for the interface	grep MVconcurRead CerbMem.lean = 0	
lean_frontend/generated/Core_aux.lean	100	valueFromMemValue	failwithI	NON-TAIL/LET-BOUND	"Core_aux.valueFromMemValue ==> empty array" : core_object_type) |  oTy  ::  _ =>         	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: zero-length arrays rejected (§6.7.6.2#1); array mem-values are non-empty	ISO C11 6.7.6.2p1	
lean_frontend/generated/Core_aux.lean	125	mk_tuple_pat	failwithI	TAIL	"[Core_aux.mk_tuple_pat] called with |pats| = 0" : generic_pattern (sym)) |  [pat] =>     	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape: exec-path callers (Core_reduction) build tuple patterns from non-empty unseq lists; an empty Eunseq is itself an error arm	core_reduction.lem; Core_run.lean:424 "BOOM Core_run, Eunseq, empty list"	
lean_frontend/generated/Core_aux.lean	539	subst_pattern_val_lemFuel	failwithI	TAIL	( String.append "WIP: Core_aux.subst_pattern_val ==> ctor= "   (String.append str_ctor    	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: the catch-all arm is a pattern/value shape mismatch on an irrefutable (let/wseq/sseq) pattern; Core typing makes pattern and value types agree	core_aux.lem subst_pattern_val (CaseCtor ctor pats, _) arm; core_typing.lem:30-75 infer_pattern/typecheck_pattern	
lean_frontend/generated/Core_aux.lean	594	to_pure_lemFuel	failwithI	TAIL	"to_pure Eannot" : Option (generic_pexpr (Unit) (sym))) |  Eexcluded  _  _ => (failwithI  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape: to_pure is called (finalize, driver_globals) only when the arena is `Epure` of a value — Step_done requires it (core_run.lem:1557-1589) — and returns without descending	core_run.lem:1557-1589; driver.lem:1477,:1614	
lean_frontend/generated/Core_aux.lean	594	to_pure_lemFuel	failwithI	TAIL	"to_pure Eexcluded" : Option (generic_pexpr (Unit) (sym))) |  Ecase  pe  pat_es => (      	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape: to_pure is called (finalize, driver_globals) only when the arena is `Epure` of a value — Step_done requires it (core_run.lem:1557-1589) — and returns without descending	core_run.lem:1557-1589; driver.lem:1477,:1614	
lean_frontend/generated/Core_aux.lean	901	update_env_aux_lemFuel	failwithI	TAIL	( String.append "WIP: Core_aux.update_env_aux ==> ctor= "   (String.append str_ctor       	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing: as subst_pattern_val	core_aux.lem update_env_aux; core_typing.lem:30-75	
lean_frontend/generated/Core_aux.lean	908	update_env	failwithI	TAIL	"Core_aux.update_env: found empty env" : List (Fmap (sym) (value))) |  env1 :: xs =>      	Y	Y	Y	UNREACHABLE-BY-INVARIANT	model-shape (not a theorem): the thread env is initialised `[Map.empty]` and pushed/popped in pairs	driver.lem:1571	
lean_frontend/generated/Core_eval.lean	77	mk_wrapI	failwithI	TAIL	"Core_eval.mk_wrapI" : CerbMem.IntegerValue) |  some  r =>                CerbMem.integerI	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): eval_integer_value is total — IntegerValue has the single constructor IV and caseIntegerValue never invokes the `Nothing` callback	CerbMem.lean:68-70, :1620-1622; Mem.lean:214	
lean_frontend/generated/Core_eval.lean	77	mk_wrapI	failwithI	TAIL	"Core_eval.mk_wrapI" : CerbMem.IntegerValue)	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural (kernel-provable): eval_integer_value is total — IntegerValue has the single constructor IV and caseIntegerValue never invokes the `Nothing` callback	CerbMem.lean:68-70, :1620-1622; Mem.lean:214	
lean_frontend/generated/Core_eval.lean	93	mk_conv_int	failwithI	TAIL	"Core_eval.mk_conv_int" : CerbMem.IntegerValue) |  some  n => (         if  integerTypeEqu	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: as mk_wrapI	CerbMem.lean:1620-1622	
lean_frontend/generated/Core_eval.lean	93	mk_conv_int	failwithI	TAIL	"Core_eval.mk_conv_int" : CerbMem.IntegerValue)           )	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: as mk_wrapI	CerbMem.lean:1620-1622	
lean_frontend/generated/Core_eval.lean	107	mk_call_catch_exceptional_condition	failwithI	TAIL	"Core_eval.mk_call_catch_exceptional_condition" : Option (CerbMem.IntegerValue))	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: as mk_wrapI	CerbMem.lean:1620-1622	
lean_frontend/generated/Core_eval.lean	128	pull_constrained_lemFuel	failwithI	NON-TAIL/LET-BOUND-FUN	"impossible => Core_eval" : generic_pexpr_ (Unit) (sym))         ;           wrap_list  au	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: wrap_list is applied to 3-element lists only; PEconstrained is never introduced in the concrete model (pull_constrained only propagates existing ones)	core_eval.lem:180-220	
lean_frontend/generated/Core_eval.lean	140	step_eval_peop	failwithI	NON-TAIL/LET-BOUND	( String.append "Core_eval.eval_pexpr, PEop Vinteger Vinteger: " ( match  binop1 with  |  	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing (Core): OpAnd/OpOr are boolean-only and OpRem_t/OpRem_f/OpExp integer-only, so the integer/float catch-alls are dead for well-typed Core	core_typing.lem:626-659	
lean_frontend/generated/Core_eval.lean	140	step_eval_peop	failwithI	NON-TAIL/LET-BOUND	( String.append "Core_eval.eval_pexpr, PEop Vfloating Vfloating " ( match  binop1 with  | 	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing (Core): OpAnd/OpOr are boolean-only and OpRem_t/OpRem_f/OpExp integer-only, so the integer/float catch-alls are dead for well-typed Core	core_typing.lem:626-659	
lean_frontend/generated/Core_eval.lean	147	step_eval_pexpr_lemFuel	failwithI	NON-TAIL/LAMBDA-BODY	"Core_eval.step_eval_pexpr, PEstruct found a UnionDef" : (identifier ×ctype ×CerbMem.MemVa	Y	Y	Y	UNREACHABLE-BY-INVARIANT	typing/tag-kind consistency: a PEstruct tag resolves to a StructDef	core_typing.lem PEstruct rule; core_eval.lem:874	
